,Open,Close,difference_open_close,positive_negative,sentiment_1,sentiment_2,sentiment_1_no_0,sentiment_2_no_0
2021-01-29,36.880001068115234,35.900001525878906,0.9799995422363281,1.0,0.06102766505636067,0.08515571519194703,0.09512997951868914,0.09512997951868914
2021-02-01,35.93000030517578,35.79999923706055,0.13000106811523438,1.0,0.1640916666666666,0.1506944444444444,0.39382,0.3616666666666666
2021-02-02,35.7599983215332,34.9900016784668,0.7699966430664062,1.0,0.2059714285714285,0.0575396825396825,0.36045,0.1074074074074074
2021-02-03,34.9900016784668,34.84000015258789,0.15000152587890625,1.0,0.1256777777777777,0.1561868686868687,0.22622,0.2811363636363636
2021-02-04,34.810001373291016,34.88999938964844,-0.07999801635742188,-1.0,0.1681384615384615,0.0650009712509712,0.29144,0.1300019425019425
2021-02-05,34.91999816894531,34.91999816894531,0.0,0.0,0.05522111111111113,0.03402777777777773,0.09963565062388592,0.09963565062388592
2021-02-08,34.959999084472656,34.81999969482422,0.1399993896484375,1.0,0.0374439024390243,0.0350822686798296,0.0731047619047619,0.084610177404295
2021-02-09,34.79999923706055,34.970001220703125,-0.17000198364257812,-1.0,0.042545652173913,0.0761161694585607,0.0850913043478261,0.1667306569092283
2021-02-10,35.0,34.7400016784668,0.2599983215332031,1.0,0.10885,0.0988350769600769,0.19593,0.2736971361971362
2021-02-11,34.79999923706055,34.43000030517578,0.3699989318847656,1.0,0.1790999999999999,0.138747594997595,0.2814428571428571,0.2543705908289241
2021-02-12,34.439998626708984,34.720001220703125,-0.2800025939941406,-1.0,0.10541200621118006,0.11005284357924104,0.16432983552631575,0.16432983552631575
2021-02-16,34.849998474121094,34.689998626708984,0.15999984741210938,1.0,-0.0131227272727272,0.0100464876033057,-0.0320777777777777,0.0260026737967914
2021-02-17,34.56999969482422,34.88999938964844,-0.31999969482421875,-1.0,0.011377358490566,0.0749386043725666,0.0182727272727272,0.1726846100759144
2021-02-18,34.779998779296875,34.560001373291016,0.21999740600585938,1.0,0.1448223880597015,0.1705436561779845,0.2310261904761904,0.2856606240981241
2021-02-19,34.65999984741211,34.439998626708984,0.220001220703125,1.0,0.10415182566127772,0.12030291232346024,0.17829246539195387,0.17829246539195387
2021-02-22,34.33000183105469,34.2599983215332,0.07000350952148438,1.0,0.0352051282051282,0.1401692751692752,0.0508518518518518,0.3215648077412783
2021-02-23,34.0,33.90999984741211,0.09000015258789062,1.0,0.0326918367346938,0.0439199575934269,0.064076,0.1434718614718614
2021-02-24,33.869998931884766,33.75,0.11999893188476562,1.0,0.14614,0.0874232954545454,0.2541565217391304,0.205701871657754
2021-02-25,33.81999969482422,33.81999969482422,0.0,0.0,0.1422743589743589,0.135920878267032,0.2361148936170213,0.2585811830445976
2021-02-26,33.84000015258789,33.4900016784668,0.34999847412109375,1.0,0.1608786946221274,0.12885132931508192,0.30214394841269837,0.30214394841269837
2021-03-01,33.59000015258789,33.689998626708984,-0.09999847412109375,-1.0,0.1757884615384615,0.1004530192030192,0.3047,0.2089422799422799
2021-03-02,33.68000030517578,33.5099983215332,0.17000198364257812,1.0,0.0660116279069767,0.1080197322057787,0.1669705882352941,0.2322424242424242
2021-03-03,33.5099983215332,34.38999938964844,-0.8800010681152344,-1.0,0.1799490196078431,0.1532173980703392,0.3529769230769231,0.2790745464852607
2021-03-04,34.2599983215332,34.20000076293945,0.05999755859375,1.0,0.1846645833333333,0.1069541208213083,0.3165678571428572,0.1901406592378814
2021-03-05,34.290000915527344,34.38999938964844,-0.09999847412109375,-1.0,0.08271418650793645,0.03060929232804233,0.18130087145969495,0.18130087145969495
2021-03-08,34.47999954223633,34.349998474121094,0.13000106811523438,1.0,0.1234525,0.0295912247474747,0.2904764705882353,0.1076044536271809
2021-03-09,34.540000915527344,34.45000076293945,0.09000015258789062,1.0,0.1394470588235294,0.1056224004753416,0.2294129032258064,0.1795580808080808
2021-03-10,34.63999938964844,34.93000030517578,-0.29000091552734375,-1.0,0.2099024390243902,0.1193351194875585,0.3585833333333333,0.2446369949494949
2021-03-11,35.06999969482422,34.709999084472656,0.3600006103515625,1.0,0.1090745454545454,0.0525785561240106,0.19997,0.1377057422295517
2021-03-12,34.560001373291016,34.939998626708984,-0.37999725341796875,-1.0,0.04948912694068686,0.0814169155634477,0.09514586894586895,0.09514586894586895
2021-03-15,35.0099983215332,35.40999984741211,-0.40000152587890625,-1.0,0.0711297872340425,0.0444847410272942,0.1392958333333333,0.0720959595959595
2021-03-16,35.470001220703125,35.83000183105469,-0.3600006103515625,-1.0,0.0864153846153846,0.1018956043956044,0.1337380952380952,0.2007034632034632
2021-03-17,35.83000183105469,35.790000915527344,0.04000091552734375,1.0,0.0862822222222222,0.0360898669232002,0.1688130434782608,0.1160031436817151
2021-03-18,35.529998779296875,35.77000045776367,-0.24000167846679688,-1.0,0.0598512195121951,0.0504878048780487,0.106691304347826,0.115
2021-03-19,35.75,35.529998779296875,0.220001220703125,1.0,0.1097794270228416,0.08767360819698213,0.18189493827160488,0.18189493827160488
2021-03-22,35.47999954223633,36.0,-0.5200004577636719,-1.0,0.191275,0.1415624999999999,0.4026842105263157,0.2831249999999999
2021-03-23,35.81999969482422,35.36000061035156,0.45999908447265625,1.0,0.1344684210526315,0.071026287309182,0.25549,0.2076153013653013
2021-03-24,35.47999954223633,35.61000061035156,-0.13000106811523438,-1.0,0.1354603773584905,0.0588116678918565,0.2659037037037037,0.164053599908863
2021-03-25,35.650001525878906,35.66999816894531,-0.01999664306640625,-1.0,0.0878538461538461,0.0229607892107892,0.1557409090909091,0.0471300410116199
2021-03-26,35.68000030517578,36.25,-0.5699996948242188,-1.0,0.09674348919054797,0.11249548340680243,0.1838569597069597,0.1838569597069597
2021-03-29,36.02999877929688,36.619998931884766,-0.5900001525878835,-1.0,0.1964869999999999,0.2531280212842713,0.2585355263157894,0.3467507140880428
2021-03-30,36.59000015258789,36.11000061035156,0.4799995422363281,1.0,0.1871766666666666,0.2044630832130832,0.2406557142857142,0.3172703015375429
2021-03-31,36.150001525878906,36.22999954223633,-0.07999801635742188,-1.0,0.1656018018018017,0.1666829979329979,0.282796923076923,0.3189967719062547
2021-04-01,36.29999923706055,36.29999923706055,0.0,0.0,0.1573743243243243,0.1295276607776607,0.3064657894736842,0.2590553215553215
2021-04-05,36.43999862670898,36.27999877929688,0.15999984741209516,1.0,0.1676926829268292,0.1412047302291204,0.286475,0.2517127799736495
2021-04-06,36.2599983215332,36.04999923706055,0.20999908447265625,1.0,0.1232923076923076,0.0743881118881118,0.3052952380952381,0.2975524475524475
2021-04-07,36.02999877929688,35.90999984741211,0.11999893188477273,1.0,0.052220731707317,0.0435790835181079,0.0951577777777777,0.1276244588744589
2021-04-08,35.959999084472656,35.959999084472656,0.0,0.0,0.1090402298850574,0.0866980560946078,0.1976354166666666,0.1676162417829084
2021-04-09,35.900001525878906,36.59999847412109,-0.6999969482421804,-1.0,0.09876084529768174,0.08347027856204862,0.20501843434343428,0.20501843434343428
2021-04-12,36.47999954223633,36.970001220703125,-0.4900016784667969,-1.0,0.1181083333333333,0.0793524531024531,0.2084264705882353,0.2267212945784374
2021-04-13,37.40999984741211,37.15999984741211,0.25,1.0,0.0390421487603305,0.0461132577248279,0.0726784615384615,0.1328500996358139
2021-04-14,37.16999816894531,37.16999816894531,0.0,0.0,0.1395887850467289,0.1084174159174159,0.2229253731343283,0.2230896827531442
2021-04-15,37.2599983215332,37.59999847412109,-0.3400001525878835,-1.0,0.0457010526315789,0.0989357674489253,0.0986727272727272,0.2473394186223133
2021-04-16,37.869998931884766,38.56999969482422,-0.7000007629394531,-1.0,0.07329867333780707,0.08008121477997722,0.14935955158745043,0.14935955158745043
2021-04-19,38.59999847412109,38.93000030517578,-0.3300018310546946,-1.0,0.1346985507246376,0.086201690821256,0.2383128205128205,0.1982638888888889
2021-04-20,38.75,39.02999877929688,-0.2799987792968821,-1.0,0.0438038461538461,0.0439071345321345,0.0785448275862069,0.0713490936147186
2021-04-21,39.13999938964844,39.52999877929688,-0.3899993896484446,-1.0,0.1617057692307692,0.1153263403263403,0.3234115384615385,0.2398787878787878
2021-04-22,39.47999954223633,38.63999938964844,0.8400001525878906,1.0,0.0221423076923076,0.0275203962703962,0.0442846153846153,0.0447206439393939
2021-05-13,39.5,40.09999847412109,-0.5999984741210866,-1.0,0.0968891891891891,0.1123873873873873,0.2389933333333333,0.2970238095238095
2021-05-14,40.2400016784668,40.02000045776367,0.220001220703125,1.0,0.11723230769230764,0.08152300477300474,0.26442320987654316,0.26442320987654316
2021-05-17,40.06999969482422,40.11000061035156,-0.04000091552734375,-1.0,0.1142442307692307,0.1300824175824176,0.3126684210526315,0.322108843537415
2021-05-18,40.18000030517578,40.04999923706055,0.13000106811523438,1.0,0.165519298245614,0.1081849193691299,0.2858969696969697,0.2936447811447811
2021-05-19,39.900001525878906,39.83000183105469,0.06999969482421875,1.0,0.1666089285714285,0.1316806457431457,0.3110033333333333,0.2836198523698524
2021-05-20,39.72999954223633,40.119998931884766,-0.3899993896484375,-1.0,0.1328474576271186,0.1003304840169247,0.2702758620689655,0.2114106627499485
2021-05-24,40.08000183105469,39.810001373291016,0.2700004577636719,1.0,-0.0400947368421052,0.0801437780056201,-0.0533259999999999,0.1501284855598235
2021-05-25,39.81999969482422,39.33000183105469,0.48999786376953125,1.0,0.0920309523809523,0.0469869829244829,0.1840619047619047,0.0897024219467401
2021-05-26,39.290000915527344,38.91999816894531,0.37000274658203125,1.0,0.1693333333333333,0.0968567251461988,0.2757714285714285,0.197172619047619
2021-05-27,38.970001220703125,38.650001525878906,0.31999969482421875,1.0,0.0999961538461538,0.0727247289747289,0.2363545454545454,0.1454494579494579
2021-05-28,38.75,38.72999954223633,0.020000457763671875,1.0,0.09036572712418293,0.08956096327419853,0.17763472222222218,0.17763472222222218
2021-06-01,38.93999862670898,38.5,0.43999862670897727,1.0,0.1504913043478261,0.0371822259865738,0.2662538461538462,0.1068988997113997
2021-06-02,38.63999938964844,38.790000915527344,-0.15000152587890625,-1.0,0.1609092307692307,0.076841168091168,0.2490261904761905,0.178381283068783
2021-06-03,38.7599983215332,38.970001220703125,-0.21000289916992188,-1.0,0.1010633333333333,0.0223194444444444,0.2090965517241379,0.0704824561403508
2021-06-04,39.04999923706055,39.150001525878906,-0.10000228881835938,-1.0,0.13829165509259253,0.0671553500030062,0.23150286935286932,0.23150286935286932
2021-06-07,39.08000183105469,38.9900016784668,0.09000015258789062,1.0,0.08524,0.1036837121212121,0.2005647058823529,0.2962391774891775
2021-06-08,39.06999969482422,38.84999847412109,0.2200012207031321,1.0,0.1107118644067796,0.0556203683322327,0.2419259259259259,0.1093867243867243
2021-06-09,39.0,39.810001373291016,-0.8100013732910156,-1.0,0.025306976744186,0.0735049833887043,0.0453416666666666,0.1859243697478991
2021-06-10,39.900001525878906,40.68000030517578,-0.779998779296875,-1.0,0.1107176470588235,0.1188205585264408,0.28233,0.2330710955710955
2021-06-11,40.65999984741211,40.150001525878906,0.5099983215332031,1.0,-0.0009046918405702676,0.09675397067966196,-0.0007640740740740328,-0.0007640740740740328
2021-06-14,40.02999877929688,39.630001068115234,0.39999771118164773,1.0,0.0359612903225806,0.0190725806451612,0.0796285714285714,0.0422321428571428
2021-06-15,39.709999084472656,39.59000015258789,0.11999893188476562,1.0,0.1364918367346939,0.093561710398445,0.334405,0.2696778711484593
2021-06-16,39.619998931884766,39.29999923706055,0.31999969482421875,1.0,0.12448,0.0733095238095238,0.2393846153846154,0.1409798534798534
2021-06-17,39.27000045776367,39.47999954223633,-0.20999908447265625,-1.0,0.0951490566037736,0.0828167115902965,0.1867740740740741,0.2194642857142857
2021-06-18,39.29999923706055,38.810001373291016,0.48999786376953125,1.0,0.0896432871896286,0.0462319331526648,0.1612325084516565,0.1612325084516565
2021-06-21,38.880001068115234,39.41999816894531,-0.5399971008300781,-1.0,0.0826613636363636,0.0662452036599763,0.1426313725490196,0.1267299548277809
2021-06-22,39.40999984741211,39.61000061035156,-0.20000076293945312,-1.0,0.1207638554216867,0.1022375215146299,0.303739393939394,0.2651785714285714
2021-06-23,39.630001068115234,39.04999923706055,0.5800018310546875,1.0,0.0691025316455696,0.0607702248525033,0.1213133333333333,0.1297526422526422
2021-06-24,39.13999938964844,39.18999862670898,-0.04999923706053977,-1.0,0.0550611940298507,0.1051434117292326,0.0857930232558139,0.2272454382535027
2021-06-25,39.119998931884766,38.97999954223633,0.1399993896484375,1.0,0.1054110198923786,0.09724755096233967,0.24683654320987655,0.24683654320987655
2021-06-28,39.0099983215332,39.119998931884766,-0.1100006103515625,-1.0,0.1558078947368421,0.071507841573631,0.3171803571428571,0.1895789288231149
2021-06-29,39.130001068115234,39.09999847412109,0.03000259399414773,1.0,0.1259336363636363,0.094044831431195,0.277054,0.2155194053631553
2021-06-30,39.13999938964844,39.15999984741211,-0.020000457763671875,-1.0,0.0775643835616438,0.0530338116981952,0.1381024390243902,0.1138667133520074
2021-07-01,39.16999816894531,39.560001373291016,-0.3900032043457031,-1.0,0.0968511627906976,0.1030232558139534,0.20823,0.2331578947368421
2021-07-07,39.220001220703125,39.34999847412109,-0.12999725341796164,-1.0,0.0796466666666666,0.1463973063973064,0.1991166666666667,0.3659932659932659
2021-07-08,39.0,39.25,-0.25,-1.0,0.1027041666666666,0.0775075907888408,0.2240818181818182,0.2188449622273152
2021-07-09,39.52999877929688,39.61000061035156,-0.0800018310546804,-1.0,0.0034506011997912996,0.08365204046952869,0.009971269841269835,0.009971269841269835
2021-07-12,39.65999984741211,39.7599983215332,-0.09999847412109375,-1.0,0.090825,0.0874519751082251,0.1753862068965517,0.1813818742985409
2021-07-13,39.77000045776367,39.650001525878906,0.11999893188476562,1.0,0.0973542372881356,0.0280669895076674,0.2497347826086956,0.0788548752834467
2021-07-14,39.720001220703125,39.95000076293945,-0.22999954223632812,-1.0,0.0781340909090909,0.1044550840573567,0.1809421052631579,0.2703543352072763
2021-07-15,39.95000076293945,40.09000015258789,-0.1399993896484375,-1.0,0.0451790697674418,0.0861363636363636,0.0925095238095238,0.2178743315508021
2021-07-16,40.13999938964844,40.34999847412109,-0.20999908447264914,-1.0,0.055339843644967836,0.06687373995392061,0.12098810185185178,0.12098810185185178
2021-07-19,40.06999969482422,40.150001525878906,-0.0800018310546875,-1.0,0.1625166666666666,0.1107634880551547,0.29253,0.2215269761103094
2021-07-20,40.25,41.04999923706055,-0.7999992370605469,-1.0,0.1617875,0.0841264880952381,0.323575,0.1602409297052154
2021-07-21,41.2400016784668,41.02000045776367,0.220001220703125,1.0,0.1139589743589743,0.0704792429792429,0.2469111111111111,0.161687675070028
2021-07-22,41.119998931884766,41.470001220703125,-0.3500022888183594,-1.0,-0.0111983606557377,0.1017665531190121,-0.0195171428571428,0.2299170274170274
2021-07-23,41.459999084472656,41.68000030517578,-0.220001220703125,-1.0,0.05312164014146773,0.07280250241457134,0.1568896151053014,0.1568896151053014
2021-07-26,41.619998931884766,41.810001373291016,-0.19000244140625,-1.0,0.113688,0.0892666666666666,0.1960137931034482,0.2625490196078431
2021-07-27,41.81999969482422,42.09999847412109,-0.2799987792968679,-1.0,0.1330609756097561,0.0832330271354661,0.2871315789473684,0.2625041625041625
2021-07-28,42.34999847412109,43.45000076293945,-1.1000022888183665,-1.0,0.0438423076923076,0.0608226495726495,0.0786137931034482,0.1216452991452991
2021-07-29,43.22999954223633,42.790000915527344,0.4399986267089844,1.0,0.0370509803921568,0.0797619047619047,0.0821565217391304,0.1937074829931973
2021-07-30,42.880001068115234,42.810001373291016,0.06999969482421875,1.0,0.04705593434343434,0.0866278313437404,0.09571441745389113,0.09571441745389113
2021-08-02,43.29999923706055,43.959999084472656,-0.6599998474121094,-1.0,0.0702511111111111,0.0487991021324354,0.1542097560975609,0.1463973063973064
2021-08-03,44.16999816894531,45.68000030517578,-1.5100021362304688,-1.0,0.0737888888888888,0.0273629148629148,0.1367264705882352,0.0689545454545454
2021-08-04,45.34999847412109,45.18999862670898,0.15999984741210938,1.0,0.0851892307692307,0.1148441835941835,0.1628617647058823,0.2408023204394172
2021-08-05,45.0,45.060001373291016,-0.060001373291015625,-1.0,-0.0007767857142857,0.0207315501958359,-0.0015,0.0611035163666742
2021-08-06,45.09000015258789,45.06999969482422,0.020000457763671875,1.0,0.11240738672916088,0.029988453733973436,0.24063754761904763,0.24063754761904763
2021-08-09,45.11000061035156,45.97999954223633,-0.8699989318847656,-1.0,-0.0093152173913043,0.0653334195997239,-0.0194772727272727,0.1155898962148962
2021-08-10,46.20000076293945,48.18999862670898,-1.9899978637695241,-1.0,0.2107983050847457,0.1776525851737716,0.3109275,0.3493834175084175
2021-08-11,47.77999877929688,46.310001373291016,1.4699974060058665,1.0,0.065455,0.1081266594516594,0.1038968253968254,0.1864252749166542
2021-08-12,46.5,47.2400016784668,-0.7400016784667969,-1.0,0.1431063157894737,0.1742365383154857,0.2059863636363636,0.3598363291298074
2021-08-13,47.40999984741211,48.47999954223633,-1.0699996948242188,-1.0,0.03557681299492007,0.04701009906971353,0.0708860405700742,0.0708860405700742
2021-08-16,48.22999954223633,48.90999984741211,-0.6800003051757812,-1.0,0.0064923076923076,0.0647435897435897,0.01688,0.2404761904761904
2021-08-17,48.77999877929688,50.41999816894531,-1.6399993896484304,-1.0,0.0672,0.0841893727187844,0.1181793103448275,0.1717463203463203
2021-08-18,50.22999954223633,49.310001373291016,0.9199981689453125,1.0,0.0550175824175824,0.0499458874458874,0.15645625,0.1515025252525252
2021-08-19,48.5,48.79999923706055,-0.2999992370605469,-1.0,0.1054710526315789,0.0641338193969772,0.2290228571428571,0.152317821067821
2021-08-20,48.97999954223633,48.720001220703125,0.2599983215332031,1.0,0.09403425370148057,0.0799056289182339,0.17322441666666663,0.17322441666666663
2021-08-23,50.290000915527344,49.93000030517578,0.3600006103515625,1.0,0.3050072463768116,0.1776624945103206,0.4047211538461538,0.2850863284002818
2021-08-24,49.7400016784668,48.380001068115234,1.3600006103515625,1.0,0.2164849056603773,0.0799564036592338,0.3019394736842105,0.2118844696969696
2021-08-25,48.040000915527344,47.5099983215332,0.5300025939941406,1.0,0.1183686274509804,0.10064122787162,0.1775529411764706,0.1769897455673317
2021-08-26,47.70000076293945,47.380001068115234,0.31999969482421875,1.0,0.0756634615384615,0.0615724553224553,0.1710652173913043,0.1778759820426487
2021-08-27,47.369998931884766,46.59999847412109,0.770000457763679,1.0,0.0767039885383044,0.11352248266936031,0.1618342111801242,0.1618342111801242
2021-08-30,46.20000076293945,46.7599983215332,-0.55999755859375,-1.0,0.0435951219512195,0.0443326998205046,0.0744749999999999,0.1298314780457637
2021-08-31,46.720001220703125,46.06999969482422,0.6500015258789062,1.0,0.1472854545454545,0.1738576347894529,0.2314485714285714,0.2584370246870247
2021-09-01,46.18999862670898,46.040000915527344,0.14999771118163352,1.0,0.08907375,0.0880388257575757,0.222684375,0.2012316017316017
2021-09-02,46.47999954223633,46.84000015258789,-0.3600006103515625,-1.0,-0.0023155555555555,0.0337854737854737,-0.0061294117647058,0.0800182273866484
2021-09-03,46.900001525878906,46.84000015258789,0.060001373291015625,1.0,0.031094105691056934,0.07046132296640419,0.04924666666666667,0.04924666666666667
2021-09-07,46.9900016784668,46.75,0.24000167846679688,1.0,0.1895375,0.165625,0.2166142857142857,0.33125
2021-09-08,46.5099983215332,46.5099983215332,0.0,0.0,0.00208,0.0,0.0034666666666666,0.0
2021-09-09,46.470001220703125,46.02999877929688,0.4400024414062429,1.0,0.0,0.0551948051948051,0.0,0.1931818181818181
2021-09-10,46.27000045776367,45.59000015258789,0.6800003051757812,1.0,0.03938853276353276,0.022435330230469102,0.0753554272887606,0.0753554272887606
2021-09-13,45.7400016784668,44.58000183105469,1.1599998474121094,1.0,0.038796,0.0985714285714285,0.0881727272727272,0.1895604395604395
2021-09-14,44.66999816894531,44.709999084472656,-0.04000091552734375,-1.0,0.0531755555555555,0.0665,0.1259421052631578,0.1760294117647058
2021-09-15,44.560001373291016,44.77000045776367,-0.20999908447265625,-1.0,-0.0642694444444444,0.0187444885361552,-0.1285388888888888,0.0749779541446208
2021-09-16,44.880001068115234,44.470001220703125,0.4099998474121094,1.0,-0.0071558823529411,0.0477808547661488,-0.0143117647058823,0.1249653124653124
2021-09-17,44.16999816894531,43.88999938964844,0.279998779296875,1.0,0.0901511717673008,0.12782190278683958,0.16592200956937794,0.16592200956937794
2021-09-20,43.38999938964844,44.20000076293945,-0.8100013732910156,-1.0,0.226488,0.1676316498316498,0.3466653061224489,0.2923807845900869
2021-09-21,44.25,43.91999816894531,0.3300018310546875,1.0,0.1360148936170213,0.1022875026864388,0.206216129032258,0.2530269803296119
2021-09-22,43.9900016784668,43.95000076293945,0.04000091552734375,1.0,0.082175,0.0945454545454545,0.2191333333333333,0.2521212121212121
2021-09-23,44.27999877929688,44.18999862670898,0.09000015258790484,1.0,-0.0722944444444444,0.0663888888888888,-0.1626625,0.1991666666666667
2021-09-24,44.06999969482422,43.93999862670898,0.13000106811524148,1.0,0.09192281179138319,0.07332848897134607,0.18237463102199944,0.18237463102199944
2021-09-27,43.91999816894531,43.56999969482422,0.34999847412109375,1.0,0.08861875,0.0962012987012987,0.1772375,0.2198886827458256
2021-09-28,43.06999969482422,43.040000915527344,0.029998779296875,1.0,0.1589108108108108,0.0806429156429156,0.3458647058823529,0.1755169340463458
2021-09-29,43.220001220703125,43.52999877929688,-0.3099975585937571,-1.0,0.0688739130434782,0.1157749858836815,0.11315,0.3328530844155844
2021-09-30,43.790000915527344,43.0099983215332,0.7800025939941406,1.0,0.111475,0.0698040674603174,0.2378133333333333,0.1861441798941799
2021-10-01,42.52000045776367,42.93000030517578,-0.4099998474121094,-1.0,-0.022800317460317493,-0.0011363636363636669,-0.0814481481481482,-0.0814481481481482
2021-10-04,42.93000030517578,42.41999816894531,0.5100021362304688,1.0,-0.1537294117647059,-0.007464349376114,-0.2375818181818181,-0.0158617424242424
2021-10-05,42.52999877929688,42.31999969482422,0.20999908447266336,1.0,0.1442452380952381,0.0727749433106575,0.2634043478260869,0.179796918767507
2021-10-06,42.060001373291016,42.02000045776367,0.04000091552734375,1.0,0.0369592592592592,0.0626851851851851,0.0997899999999999,0.1880555555555555
2021-10-07,42.52000045776367,42.7400016784668,-0.220001220703125,-1.0,0.0686585365853658,0.0498337028824833,0.14075,0.1702651515151515
2021-10-08,42.72999954223633,42.45000076293945,0.279998779296875,1.0,0.0362297413793103,0.0626708355102751,0.07073124999999993,0.07073124999999993
2021-10-11,42.45000076293945,42.060001373291016,0.3899993896484375,1.0,0.0241172413793103,0.0945924764890282,0.0777111111111111,0.1959415584415584
2021-10-12,42.15999984741211,41.84999847412109,0.31000137329102273,1.0,0.1946392857142857,0.1045521541950113,0.3892785714285714,0.1829662698412698
2021-10-13,41.75,41.41999816894531,0.3300018310546875,1.0,0.1453142857142857,0.1132395382395382,0.3390666666666667,0.3397186147186147
2021-10-14,41.560001373291016,41.66999816894531,-0.10999679565429688,-1.0,0.21203125,0.167455808080808,0.318046875,0.365358126721763
2021-10-15,41.900001525878906,41.4900016784668,0.4099998474121094,1.0,0.059421717740254267,0.0967380530490286,0.09503873456790123,0.09503873456790123
2021-10-18,41.45000076293945,41.31999969482422,0.13000106811523438,1.0,0.10653125,0.0626041666666666,0.1893888888888888,0.1430952380952381
