Date,Open,High,Low,Close,Adj Close,Volume
2020-12-14,41.619998931884766,41.65999984741211,39.06999969482422,39.209999084472656,37.145938873291016,94809700
2020-12-15,39.060001373291016,39.18000030517578,38.209999084472656,38.709999084472656,36.67225646972656,65712800
2020-12-16,38.18000030517578,38.470001220703125,37.7400016784668,37.84000015258789,35.848060607910156,56515300
2020-12-17,37.83000183105469,38.119998931884766,37.310001373291016,38.029998779296875,36.02805709838867,52036400
2020-12-18,37.9900016784668,38.09000015258789,37.5,37.68000030517578,35.696475982666016,60259200
2020-12-21,37.279998779296875,37.400001525878906,36.90999984741211,37.380001068115234,35.41227340698242,40891800
2020-12-22,37.209999084472656,37.33000183105469,36.599998474121094,36.7400016784668,34.805965423583984,33634400
2020-12-23,37.0099983215332,37.650001525878906,36.880001068115234,37.439998626708984,35.46910858154297,36182000
2020-12-24,37.400001525878906,37.56999969482422,37.18000030517578,37.27000045776367,35.308067321777344,14790100
2020-12-28,37.36000061035156,37.58000183105469,36.68000030517578,36.81999969482422,34.88174819946289,26993700
2020-12-29,36.900001525878906,37.20000076293945,36.790000915527344,37.04999923706055,35.099639892578125,23152100
2020-12-30,37.029998779296875,37.2400016784668,36.70000076293945,36.7400016784668,34.805965423583984,24889800
2020-12-31,36.65999984741211,36.91999816894531,36.290000915527344,36.810001373291016,34.872276306152344,30796500
2021-01-04,36.869998931884766,36.939998626708984,36.27000045776367,36.810001373291016,34.872276306152344,33565700
2021-01-05,36.720001220703125,37.369998931884766,36.599998474121094,37.189998626708984,35.23227310180664,29909400
2021-01-06,36.83000183105469,37.47999954223633,36.77000045776367,36.869998931884766,34.929115295410156,34962500
2021-01-07,37.040000915527344,37.150001525878906,36.66999816894531,37.060001373291016,35.10911178588867,27809500
2021-01-08,37.15999984741211,37.529998779296875,36.900001525878906,37.130001068115234,35.17543029785156,33462400
2021-01-11,37.220001220703125,37.83000183105469,37.150001525878906,37.77000045776367,35.78173828125,47286900
2021-01-12,37.70000076293945,37.790000915527344,36.81999969482422,37.18000030517578,35.222801208496094,47831100
2021-01-13,37.0,37.16999816894531,36.63999938964844,36.86000061035156,34.91964340209961,31027900
2021-01-14,36.779998779296875,36.959999084472656,36.61000061035156,36.75,34.81543731689453,30272000
2021-01-15,36.68000030517578,36.779998779296875,36.400001525878906,36.70000076293945,34.768070220947266,34287800
2021-01-19,36.7599983215332,37.0,36.619998931884766,36.72999954223633,34.79648971557617,33451300
2021-01-20,36.790000915527344,36.810001373291016,36.459999084472656,36.5,34.57859420776367,35400100
2021-01-21,36.38999938964844,36.59000015258789,36.150001525878906,36.47999954223633,34.55965042114258,33829700
2021-01-22,36.31999969482422,36.83000183105469,36.25,36.54999923706055,34.6259651184082,26271200
2021-01-25,36.54999923706055,37.290000915527344,36.31999969482422,37.279998779296875,35.317535400390625,31728500
2021-01-26,37.27000045776367,37.599998474121094,37.15999984741211,37.310001373291016,35.3459587097168,27718700
2021-01-27,36.9900016784668,37.040000915527344,36.16999816894531,36.2400016784668,34.3322868347168,50561200
2021-01-28,35.95000076293945,36.33000183105469,35.84000015258789,35.86000061035156,34.34186553955078,39466700
2021-01-29,36.880001068115234,36.880001068115234,35.619998931884766,35.900001525878906,34.380165100097656,60251900
2021-02-01,35.93000030517578,36.189998626708984,35.720001220703125,35.79999923706055,34.284400939941406,40395800
2021-02-02,35.7599983215332,35.779998779296875,34.27000045776367,34.9900016784668,33.508689880371094,84062400
2021-02-03,34.9900016784668,35.290000915527344,34.779998779296875,34.84000015258789,33.365047454833984,38524200
2021-02-04,34.810001373291016,35.08000183105469,34.70000076293945,34.88999938964844,33.41292190551758,34284900
2021-02-05,34.91999816894531,35.08000183105469,34.779998779296875,34.91999816894531,33.441650390625,31749600
2021-02-08,34.959999084472656,35.0099983215332,34.7400016784668,34.81999969482422,33.345890045166016,31633900
2021-02-09,34.79999923706055,35.060001373291016,34.7599983215332,34.970001220703125,33.489540100097656,30170200
2021-02-10,35.0,35.08000183105469,34.70000076293945,34.7400016784668,33.26927947998047,29039900
2021-02-11,34.79999923706055,34.810001373291016,34.279998779296875,34.43000030517578,32.97239685058594,30885200
2021-02-12,34.439998626708984,34.95000076293945,34.36000061035156,34.720001220703125,33.250125885009766,25578600
2021-02-16,34.849998474121094,34.86000061035156,34.560001373291016,34.689998626708984,33.221397399902344,28730300
2021-02-17,34.56999969482422,35.0,34.459999084472656,34.88999938964844,33.41292190551758,26389400
2021-02-18,34.779998779296875,34.880001068115234,34.52000045776367,34.560001373291016,33.09689712524414,24052500
2021-02-19,34.65999984741211,34.68000030517578,34.400001525878906,34.439998626708984,32.98197555541992,28145300
2021-02-22,34.33000183105469,34.369998931884766,34.040000915527344,34.2599983215332,32.809593200683594,34322500
2021-02-23,34.0,34.189998626708984,33.68000030517578,33.90999984741211,32.47441482543945,37624200
